Province,Cases,Deaths,Recoveries,Active Cases,Tests,Date
#adm1+name,#affected+infected+cases,#affected+infected+deaths,#affected+infected+recoveries,#affected+infected+active,,#date
Parwan,"5,155",50,"4,473",,,2022-09-27
Samangan,"1,783",73,"1,638",,,2022-09-27
Sar-e-Pul,"1,245",34,"1,011",,,2022-09-27
Takhar,"6,584",233,"6,007",,,2022-09-27
Urozgan,"1,176",20,665,,,2022-09-27
Wardak,"6,106",215,"5,752",,,2022-09-27
Zabul,"2,997",80,"2,094",,,2022-09-27
Badakhshan,"4,738",88,"4,529",,,2022-09-22
Badghis,"2,204",32,"1,870",,,2022-09-22
Baghlan,"4,912",99,"4,703",,,2022-09-22
Balkh,"8,453",579,"7,790",,,2022-09-22
Bamyan,"4,053",52,"3,962",,,2022-09-22
Dykundi,"3,516",67,"2,910",,,2022-09-22
Farah,"2,738",166,"1,701",,,2022-09-22
Faryab,"2,272",145,"1,802",,,2022-09-22
Ghazni,"5,166",161,"4,542",,,2022-09-22
Ghor,"3,821",60,"3,381",,,2022-09-22
Helmand,"4,179",166,"3,713",,,2022-09-22
Hirat,"19,352",762,"18,333",,,2022-09-22
Jawzjan,"1,892",51,"1,887",,,2022-09-22
Kabul,"31,672","2,385","30,821",,,2022-09-22
Kandahar,"10,888",257,"10,870",,,2022-09-22
Kapisa,"4,530",89,"3,810",,,2022-09-22
Khost,"1,996",259,"1,600",,,2022-09-22
Kunar,"2,885",106,"2,723",,,2022-09-22
Kunduz,"5,893",225,"5,534",,,2022-09-22
Laghman,"3,191",190,"3,616",,,2022-09-22
Logar,"3,533",96,"3,019",,,2022-09-22
Nangarhar,"16,184",534,"13,711",,,2022-09-22
Nimroz,"3,191",108,"2,955",,,2022-09-22
Nooristan,675,5,673,,,2022-09-22
Paktika,"1,712",53,"1,339",,,2022-09-22
Paktya,"3,812",208,"3,582",,,2022-09-22
Panjsher,"3,708",49,"3,228",,,2022-09-22
Parwan,"5,124",50,"4,416",,,2022-09-22
Samangan,"1,772",73,"1,638",,,2022-09-22
Sar-e-Pul,"1,235",34,972,,,2022-09-22
Takhar,"6,550",233,"5,998",,,2022-09-22
Urozgan,"1,147",20,608,,,2022-09-22
Wardak,"6,078",215,"5,716",,,2022-09-22
Zabul,"2,993",80,"2,094",,,2022-09-22
Badakhshan,"4,727",88,"4,505",,,2022-09-20
Badghis,"2,196",32,"1,870",,,2022-09-20
Baghlan,"4,908",99,"4,703",,,2022-09-20
Balkh,"8,451",579,"7,787",,,2022-09-20
Bamyan,"4,046",52,"3,952",,,2022-09-20
Dykundi,"3,516",67,"2,910",,,2022-09-20
Farah,"2,712",166,"1,701",,,2022-09-20
Faryab,"2,265",145,"1,802",,,2022-09-20
Ghazni,"5,166",161,"4,542",,,2022-09-20
Ghor,"3,817",60,"3,381",,,2022-09-20
Helmand,"4,178",166,"3,713",,,2022-09-20
Hirat,"19,326",762,"18,333",,,2022-09-20
Jawzjan,"1,892",51,"1,843",,,2022-09-20
Kabul,"31,664","2,385","30,821",,,2022-09-20
Kandahar,"10,868",257,"10,870",,,2022-09-20
Kapisa,"4,523",89,"3,810",,,2022-09-20
Khost,"1,983",259,"1,593",,,2022-09-20
Kunar,"2,870",106,"2,723",,,2022-09-20
Kunduz,"5,891",225,"5,534",,,2022-09-20
Laghman,"3,171",190,"3,508",,,2022-09-20
Logar,"3,526",96,"3,013",,,2022-09-20
Nangarhar,"16,104",534,"13,711",,,2022-09-20
Nimroz,"3,177",108,"2,945",,,2022-09-20
Nooristan,673,5,670,,,2022-09-20
Paktika,"1,697",53,"1,332",,,2022-09-20
Paktya,"3,812",208,"3,582",,,2022-09-20
Panjsher,"3,696",49,"3,210",,,2022-09-20
Parwan,"5,102",50,"4,381",,,2022-09-20
Samangan,"1,770",73,"1,638",,,2022-09-20
Sar-e-Pul,"1,201",34,972,,,2022-09-20
Takhar,"6,550",233,"5,998",,,2022-09-20
Urozgan,"1,140",20,608,,,2022-09-20
Wardak,"6,056",215,"5,674",,,2022-09-20
Zabul,"2,979",80,"2,094",,,2022-09-20
Badakhshan,"4,701",88,"4,464",,,2022-09-15
Badghis,"2,178",32,"1,870",,,2022-09-15
Baghlan,"4,894",99,"4,703",,,2022-09-15
Balkh,"8,445",579,"7,781",,,2022-09-15
Bamyan,"4,013",52,"3,902",,,2022-09-15
Dykundi,"3,516",67,"2,910",,,2022-09-15
Farah,"2,693",164,"1,692",,,2022-09-15
Faryab,"2,258",145,"1,802",,,2022-09-15
Ghazni,"5,135",161,"4,542",,,2022-09-15
Ghor,"3,765",60,"3,373",,,2022-09-15
Helmand,"4,175",166,"3,713",,,2022-09-15
Hirat,"19,269",762,"18,293",,,2022-09-15
Jawzjan,"1,885",51,"1,656",,,2022-09-15
Kabul,"31,626","2,384","30,821",,,2022-09-15
Kandahar,"10,853",257,"10,870",,,2022-09-15
Kapisa,"4,498",89,"3,710",,,2022-09-15
Khost,"1,968",259,"1,591",,,2022-09-15
Kunar,"2,846",106,"2,414",,,2022-09-15
Kunduz,"5,886",225,"5,534",,,2022-09-15
Laghman,"3,115",189,"3,433",,,2022-09-15
Logar,"3,505",96,"2,994",,,2022-09-15
Nangarhar,"16,016",534,"13,711",,,2022-09-15
Nimroz,"3,164",108,"2,920",,,2022-09-15
Nooristan,653,5,667,,,2022-09-15
Paktika,"1,679",53,"1,308",,,2022-09-15
Paktya,"3,803",208,"3,575",,,2022-09-15
Panjsher,"3,657",49,"3,181",,,2022-09-15
Parwan,"5,059",50,"4,306",,,2022-09-15
Samangan,"1,763",73,"1,638",,,2022-09-15
Sar-e-Pul,"1,192",34,932,,,2022-09-15
Takhar,"6,545",233,"5,973",,,2022-09-15
Urozgan,"1,118",20,572,,,2022-09-15
Wardak,"5,988",215,"5,593",,,2022-09-15
Zabul,"2,979",80,"2,094",,,2022-09-15
Badakhshan,"4,654",88,"4,439",,,2022-09-13
Badghis,"2,178",32,"1,870",,,2022-09-13
Baghlan,"4,882",99,"4,703",,,2022-09-13
Balkh,"8,441",579,"7,770",,,2022-09-13
Bamyan,"4,008",52,"3,877",,,2022-09-13
Dykundi,"3,516",67,"2,910",,,2022-09-13
Farah,"2,687",164,"1,692",,,2022-09-13
Faryab,"2,258",145,"1,802",,,2022-09-13
Ghazni,"5,100",161,"4,542",,,2022-09-13
Ghor,"3,758",60,"3,373",,,2022-09-13
Helmand,"4,171",166,"3,713",,,2022-09-13
Hirat,"19,250",762,"18,293",,,2022-09-13
Jawzjan,"1,882",51,"1,656",,,2022-09-13
Kabul,"31,594","2,381","30,821",,,2022-09-13
Kandahar,"10,840",257,"10,870",,,2022-09-13
Kapisa,"4,484",89,"3,646",,,2022-09-13
Khost,"1,954",259,"1,587",,,2022-09-13
Kunar,"2,845",106,"2,388",,,2022-09-13
Kunduz,"5,884",225,"5,534",,,2022-09-13
Laghman,"3,097",189,"3,433",,,2022-09-13
Logar,"3,477",96,"2,972",,,2022-09-13
Nangarhar,"15,973",534,"13,711",,,2022-09-13
Nimroz,"3,164",108,"2,920",,,2022-09-13
Nooristan,653,5,662,,,2022-09-13
Paktika,"1,663",53,"1,308",,,2022-09-13
Paktya,"3,803",208,"3,575",,,2022-09-13
Panjsher,"3,642",49,"3,161",,,2022-09-13
Parwan,"5,019",50,"4,306",,,2022-09-13
Samangan,"1,758",73,"1,638",,,2022-09-13
Sar-e-Pul,"1,189",34,912,,,2022-09-13
Takhar,"6,513",233,"5,943",,,2022-09-13
Urozgan,"1,110",20,569,,,2022-09-13
Wardak,"5,967",215,"5,537",,,2022-09-13
Zabul,"2,968",80,"2,094",,,2022-09-13
Badakhshan,"4,618",88,"2,788",,,2022-09-08
Badghis,"2,146",32,"2,091",,,2022-09-08
Baghlan,"4,882",99,"5,117",,,2022-09-08
Balkh,"8,432",579,"9,902",,,2022-09-08
Bamyan,"3,952",52,"2,827",,,2022-09-08
Dykundi,"3,447",67,"2,245",,,2022-09-08
Farah,"2,669",164,797,,,2022-09-08
Faryab,"2,257",145,"4,138",,,2022-09-08
Ghazni,"5,100",161,"2,096",,,2022-09-08
Ghor,"3,706",60,"1,134",,,2022-09-08
Helmand,"4,140",166,"3,991",,,2022-09-08
Hirat,"19,228",762,"17,637",,,2022-09-08
Jawzjan,"1,871",50,513,,,2022-09-08
Kabul,"31,529","2,379","56,975",,,2022-09-08
Kandahar,"10,824",257,"19,012",,,2022-09-08
Kapisa,"4,433",89,"2,725",,,2022-09-08
Khost,"1,940",259,742,,,2022-09-08
Kunar,"2,822",106,"2,159",,,2022-09-08
Kunduz,"5,879",225,"4,335",,,2022-09-08
Laghman,"3,059",189,"2,073",,,2022-09-08
Logar,"3,442",96,"2,405",,,2022-09-08
Nangarhar,"15,861",534,"7,392",,,2022-09-08
Nimroz,"3,144",108,"4,383",,,2022-09-08
Nooristan,653,5,815,,,2022-09-08
Paktika,"1,663",53,857,,,2022-09-08
Paktya,"3,786",208,"3,525",,,2022-09-08
Panjsher,"3,605",49,"1,788",,,2022-09-08
Parwan,"4,926",50,"3,687",,,2022-09-08
Samangan,"1,756",73,401,,,2022-09-08
Sar-e-Pul,"1,179",34,993,,,2022-09-08
Takhar,"6,506",233,"5,197",,,2022-09-08
Urozgan,"1,087",20,"1,693",,,2022-09-08
Wardak,"5,934",215,"3,204",,,2022-09-08
Zabul,"2,961",80,"1,794",,,2022-09-08
Badakhshan,"4,618",88,"4,410",,,2022-09-07
Badghis,"2,146",32,"1,870",,,2022-09-07
Baghlan,"4,882",99,"4,434",,,2022-09-07
Balkh,"8,430",579,"7,755",,,2022-09-07
Bamyan,"3,937",52,"3,784",,,2022-09-07
Dykundi,"3,413",67,"2,910",,,2022-09-07
Farah,"2,669",164,"1,692",,,2022-09-07
Faryab,"2,256",145,"1,802",,,2022-09-07
Ghazni,"5,086",161,"4,542",,,2022-09-07
Ghor,"3,706",60,"3,368",,,2022-09-07
Helmand,"4,140",166,"3,713",,,2022-09-07
Hirat,"19,218",762,"18,242",,,2022-09-07
Jawzjan,"1,871",50,"1,656",,,2022-09-07
Kabul,"31,479","2,378","29,574",,,2022-09-07
Kandahar,"10,821",257,"10,870",,,2022-09-07
Kapisa,"4,411",89,"3,514",,,2022-09-07
Khost,"1,940",259,"1,587",,,2022-09-07
Kunar,"2,813",106,"2,304",,,2022-09-07
Kunduz,"5,879",225,"5,534",,,2022-09-07
Laghman,"3,046",189,"3,433",,,2022-09-07
Logar,"3,432",96,"2,938",,,2022-09-07
Nangarhar,"15,824",534,"13,711",,,2022-09-07
Nimroz,"3,144",108,"2,887",,,2022-09-07
Nooristan,653,5,653,,,2022-09-07
Paktika,"1,657",53,"1,294",,,2022-09-07
Paktya,"3,786",208,"3,559",,,2022-09-07
Panjsher,"3,602",49,"3,142",,,2022-09-07
Parwan,"4,907",50,"4,264",,,2022-09-07
Samangan,"1,756",73,"1,638",,,2022-09-07
Sar-e-Pul,"1,167",34,871,,,2022-09-07
Takhar,"6,506",233,"5,934",,,2022-09-07
Urozgan,"1,083",20,556,,,2022-09-07
Wardak,"5,927",215,"5,475",,,2022-09-07
Zabul,"2,951",80,"2,094",,,2022-09-07
Badakhshan,"4,582",88,"4,389",,,2022-09-05
Badghis,"2,134",32,"1,870",,,2022-09-05
Baghlan,"4,863",99,"4,434",,,2022-09-05
Balkh,"8,423",579,"7,743",,,2022-09-05
Bamyan,"3,876",52,"3,734",,,2022-09-05
Dykundi,"3,302",67,"2,910",,,2022-09-05
Farah,"2,662",164,"1,674",,,2022-09-05
Faryab,"2,253",145,"1,802",,,2022-09-05
Ghazni,"5,086",161,"4,542",,,2022-09-05
Ghor,"3,705",60,"3,368",,,2022-09-05
Helmand,"4,140",166,"3,713",,,2022-09-05
Hirat,"19,190",761,"18,242",,,2022-09-05
Jawzjan,"1,865",50,"1,656",,,2022-09-05
Kabul,"31,475","2,378","29,574",,,2022-09-05
Kandahar,"10,800",257,"10,870",,,2022-09-05
Kapisa,"4,394",89,"3,497",,,2022-09-05
Khost,"1,935",259,"1,587",,,2022-09-05
Kunar,"2,801",106,"2,304",,,2022-09-05
Kunduz,"5,876",225,"5,484",,,2022-09-05
Laghman,"3,017",189,"3,433",,,2022-09-05
Logar,"3,413",96,"2,926",,,2022-09-05
Nangarhar,"15,795",533,"13,711",,,2022-09-05
Nimroz,"3,144",108,"2,872",,,2022-09-05
Nooristan,650,5,653,,,2022-09-05
Paktika,"1,646",53,"1,294",,,2022-09-05
Paktya,"3,786",208,"3,559",,,2022-09-05
Panjsher,"3,578",49,"3,123",,,2022-09-05
Parwan,"4,883",50,"4,209",,,2022-09-05
Samangan,"1,753",73,"1,638",,,2022-09-05
Sar-e-Pul,"1,155",34,871,,,2022-09-05
Takhar,"6,496",233,"5,910",,,2022-09-05
Urozgan,"1,067",20,556,,,2022-09-05
Wardak,"5,886",215,"5,444",,,2022-09-05
Zabul,"2,948",80,"2,094",,,2022-09-05
Badakhshan,"4,561",88,"4,368",,,2022-09-02
Badghis,"2,134",32,"1,870",,,2022-09-02
Baghlan,"4,847",99,"4,434",,,2022-09-02
Balkh,"8,411",579,"7,731",,,2022-09-02
Bamyan,"3,843",52,"3,684",,,2022-09-02
Dykundi,"3,281",67,"2,910",,,2022-09-02
Farah,"2,662",164,"1,674",,,2022-09-02
Faryab,"2,252",145,"1,802",,,2022-09-02
Ghazni,"5,073",161,"4,542",,,2022-09-02
Ghor,"3,701",60,"3,364",,,2022-09-02
Helmand,"4,129",166,"3,713",,,2022-09-02
Hirat,"19,162",761,"18,147",,,2022-09-02
Jawzjan,"1,859",50,"1,656",,,2022-09-02
Kabul,"31,430","2,376","29,574",,,2022-09-02
Kandahar,"10,781",257,"10,870",,,2022-09-02
Kapisa,"4,349",89,"3,472",,,2022-09-02
Khost,"1,935",258,"1,587",,,2022-09-02
Kunar,"2,784",106,"2,304",,,2022-09-02
Kunduz,"5,872",225,"5,456",,,2022-09-02
Laghman,"2,993",188,"3,433",,,2022-09-02
Logar,"3,392",96,"2,912",,,2022-09-02
Nangarhar,"15,649",533,"13,711",,,2022-09-02
Nimroz,"3,138",108,"2,862",,,2022-09-02
Nooristan,646,5,641,,,2022-09-02
Paktika,"1,628",53,"1,286",,,2022-09-02
Paktya,"3,786",208,"3,559",,,2022-09-02
Panjsher,"3,557",49,"3,114",,,2022-09-02
Parwan,"4,840",49,"4,209",,,2022-09-02
Samangan,"1,753",73,"1,638",,,2022-09-02
Sar-e-Pul,"1,155",34,871,,,2022-09-02
Takhar,"6,457",233,"5,896",,,2022-09-02
Urozgan,"1,049",20,527,,,2022-09-02
Wardak,"5,856",215,"5,372",,,2022-09-02
Zabul,"2,936",80,"2,094",,,2022-09-02
Badakhshan,"4,525",88,"4,328",,,2022-08-29
Badghis,"2,134",32,"1,870",,,2022-08-29
Baghlan,"4,838",99,"4,434",,,2022-08-29
Balkh,"8,406",579,"7,720",,,2022-08-29
Bamyan,"3,811",52,"3,629",,,2022-08-29
Dykundi,"3,281",67,"2,910",,,2022-08-29
Farah,"2,651",164,"1,674",,,2022-08-29
Faryab,"2,251",145,"1,802",,,2022-08-29
Ghazni,"5,033",161,"4,542",,,2022-08-29
Ghor,"3,699",60,"3,361",,,2022-08-29
Helmand,"4,129",166,"3,713",,,2022-08-29
Hirat,"19,134",761,"18,147",,,2022-08-29
Jawzjan,"1,859",50,"1,656",,,2022-08-29
Kabul,"31,392","2,375","29,574",,,2022-08-29
Kandahar,"10,758",257,"10,870",,,2022-08-29
Kapisa,"4,335",89,"3,472",,,2022-08-29
Khost,"1,930",258,"1,587",,,2022-08-29
Kunar,"2,736",106,"2,304",,,2022-08-29
Kunduz,"5,856",225,"5,449",,,2022-08-29
Laghman,"2,968",188,"3,403",,,2022-08-29
Logar,"3,367",96,"2,900",,,2022-08-29
Nangarhar,"15,580",533,"13,711",,,2022-08-29
Nimroz,"3,100",108,"2,844",,,2022-08-29
Nooristan,645,5,635,,,2022-08-29
Paktika,"1,625",53,"1,286",,,2022-08-29
Paktya,"3,786",208,"3,559",,,2022-08-29
Panjsher,"3,524",49,"3,106",,,2022-08-29
Parwan,"4,753",49,"4,078",,,2022-08-29
Samangan,"1,744",73,"1,638",,,2022-08-29
Sar-e-Pul,"1,138",34,871,,,2022-08-29
Takhar,"6,429",233,"5,841",,,2022-08-29
Urozgan,"1,001",20,490,,,2022-08-29
Wardak,"5,768",215,"5,292",,,2022-08-29
Zabul,"2,920",80,"2,094",,,2022-08-29
Badakhshan,"4,484",88,"4,292",,,2022-08-25
Badghis,"2,096",32,"1,870",,,2022-08-25
Baghlan,"4,817",99,"4,434",,,2022-08-25
Balkh,"8,390",579,"7,696",,,2022-08-25
Bamyan,"3,738",52,"3,544",,,2022-08-25
Dykundi,"3,195",67,"2,910",,,2022-08-25
Farah,"2,651",164,"1,674",,,2022-08-25
Faryab,"2,249",145,"1,802",,,2022-08-25
Ghazni,"5,033",161,"4,542",,,2022-08-25
Ghor,"3,697",60,"3,359",,,2022-08-25
Helmand,"4,091",166,"3,713",,,2022-08-25
Hirat,"19,042",761,"18,147",,,2022-08-25
Jawzjan,"1,834",50,"1,656",,,2022-08-25
Kabul,"31,217","2,367","29,574",,,2022-08-25
Kandahar,"10,753",257,"10,870",,,2022-08-25
Kapisa,"4,269",89,"3,472",,,2022-08-25
Khost,"1,929",258,"1,587",,,2022-08-25
Kunar,"2,681",106,"2,304",,,2022-08-25
Kunduz,"5,822",225,"5,374",,,2022-08-25
Laghman,"2,938",188,"3,377",,,2022-08-25
Logar,"3,348",96,"2,888",,,2022-08-25
Nangarhar,"15,485",533,"13,711",,,2022-08-25
Nimroz,"3,057",108,"2,818",,,2022-08-25
Nooristan,636,5,632,,,2022-08-25
Paktika,"1,621",53,"1,286",,,2022-08-25
Paktya,"3,786",208,"3,559",,,2022-08-25
Panjsher,"3,496",49,"3,064",,,2022-08-25
Parwan,"4,688",49,"3,868",,,2022-08-25
Samangan,"1,731",73,"1,552",,,2022-08-25
Sar-e-Pul,"1,098",34,854,,,2022-08-25
Takhar,"6,380",233,"5,786",,,2022-08-25
Urozgan,982,20,484,,,2022-08-25
Wardak,"5,711",215,"5,183",,,2022-08-25
Zabul,"2,917",80,"2,094",,,2022-08-25
Badakhshan,"4,447",88,"4,265",,,2022-08-23
Badghis,"2,096",32,"1,870",,,2022-08-23
Baghlan,"4,797",99,"4,434",,,2022-08-23
Balkh,"8,375",579,"7,678",,,2022-08-23
Bamyan,"3,714",52,"3,544",,,2022-08-23
Dykundi,"3,195",67,"2,910",,,2022-08-23
Farah,"2,649",164,"1,674",,,2022-08-23
Faryab,"2,249",145,"1,802",,,2022-08-23
Ghazni,"5,011",161,"4,542",,,2022-08-23
Ghor,"3,697",60,"3,359",,,2022-08-23
Helmand,"4,076",166,"3,711",,,2022-08-23
Hirat,"18,965",761,"18,147",,,2022-08-23
Jawzjan,"1,833",50,"1,656",,,2022-08-23
Kabul,"31,217","2,366","29,574",,,2022-08-23
Kandahar,"10,737",257,"10,870",,,2022-08-23
Kapisa,"4,244",89,"3,472",,,2022-08-23
Khost,"1,929",258,"1,587",,,2022-08-23
Kunar,"2,665",106,"2,304",,,2022-08-23
Kunduz,"5,794",225,"5,291",,,2022-08-23
Laghman,"2,928",188,"3,350",,,2022-08-23
Logar,"3,341",96,"2,880",,,2022-08-23
Nangarhar,"15,465",533,"13,711",,,2022-08-23
Nimroz,"3,043",108,"2,818",,,2022-08-23
Nooristan,636,5,622,,,2022-08-23
Paktika,"1,599",53,"1,286",,,2022-08-23
Paktya,"3,786",208,"3,559",,,2022-08-23
Panjsher,"3,483",49,"3,064",,,2022-08-23
Parwan,"4,656",49,"3,810",,,2022-08-23
Samangan,"1,724",73,"1,552",,,2022-08-23
Sar-e-Pul,"1,087",34,839,,,2022-08-23
Takhar,"6,331",233,"5,716",,,2022-08-23
Urozgan,963,20,484,,,2022-08-23
Wardak,"5,675",215,"5,165",,,2022-08-23
Zabul,"2,898",80,"2,094",,,2022-08-23
Badakhshan,"4,392",88,"4,209",,,2022-08-18
Badghis,"2,095",32,"1,870",,,2022-08-18
Baghlan,"4,783",99,"4,434",,,2022-08-18
Balkh,"8,351",579,"7,671",,,2022-08-18
Bamyan,"3,638",52,"3,499",,,2022-08-18
Dykundi,"3,175",67,"2,910",,,2022-08-18
Farah,"2,649",164,"1,674",,,2022-08-18
Faryab,"2,249",145,"1,802",,,2022-08-18
Ghazni,"5,011",161,"4,542",,,2022-08-18
Ghor,"3,697",60,"3,354",,,2022-08-18
Helmand,"4,076",166,"3,711",,,2022-08-18
Hirat,"18,885",758,"18,147",,,2022-08-18
Jawzjan,"1,833",50,"1,656",,,2022-08-18
Kabul,"31,101","2,361","29,574",,,2022-08-18
Kandahar,"10,726",257,"10,870",,,2022-08-18
Kapisa,"4,229",89,"3,472",,,2022-08-18
Khost,"1,928",258,"1,587",,,2022-08-18
Kunar,"2,643",106,"2,304",,,2022-08-18
Kunduz,"5,756",225,"5,236",,,2022-08-18
Laghman,"2,912",188,"3,350",,,2022-08-18
Logar,"3,308",96,"2,853",,,2022-08-18
Nangarhar,"15,374",533,"13,711",,,2022-08-18
Nimroz,"2,999",108,"2,818",,,2022-08-18
Nooristan,625,5,622,,,2022-08-18
Paktika,"1,589",53,"1,286",,,2022-08-18
Paktya,"3,786",208,"3,559",,,2022-08-18
Panjsher,"3,454",49,"3,022",,,2022-08-18
Parwan,"4,542",48,"3,675",,,2022-08-18
Samangan,"1,721",73,"1,552",,,2022-08-18
Sar-e-Pul,"1,048",34,839,,,2022-08-18
Takhar,"6,323",233,"5,701",,,2022-08-18
Urozgan,899,20,473,,,2022-08-18
Wardak,"5,581",215,"5,135",,,2022-08-18
Zabul,"2,898",80,"2,094",,,2022-08-18
Badakhshan,"4,392",88,"4,188",,,2022-08-16
Badghis,"2,093",32,"1,870",,,2022-08-16
Baghlan,"4,744",99,"4,434",,,2022-08-16
Balkh,"8,341",579,"7,661",,,2022-08-16
Bamyan,"3,624",52,"3,488",,,2022-08-16
Dykundi,"3,134",67,"2,910",,,2022-08-16
Farah,"2,649",164,"1,674",,,2022-08-16
Faryab,"2,249",145,"1,802",,,2022-08-16
Ghazni,"4,949",161,"4,462",,,2022-08-16
Ghor,"3,697",60,"3,354",,,2022-08-16
Helmand,"4,066",166,"3,711",,,2022-08-16
Hirat,"18,885",758,"18,147",,,2022-08-16
Jawzjan,"1,813",50,"1,647",,,2022-08-16
Kabul,"31,052","2,361","29,574",,,2022-08-16
Kandahar,"10,700",257,"10,870",,,2022-08-16
Kapisa,"4,219",89,"3,472",,,2022-08-16
Khost,"1,928",258,"1,587",,,2022-08-16
Kunar,"2,636",106,"2,304",,,2022-08-16
Kunduz,"5,724",225,"5,098",,,2022-08-16
Laghman,"2,901",188,"3,237",,,2022-08-16
Logar,"3,308",96,"2,853",,,2022-08-16
Nangarhar,"15,313",533,"13,711",,,2022-08-16
Nimroz,"2,988",108,"2,798",,,2022-08-16
Nooristan,624,5,617,,,2022-08-16
Paktika,"1,589",53,"1,286",,,2022-08-16
Paktya,"3,786",208,"3,559",,,2022-08-16
Panjsher,"3,451",49,"3,013",,,2022-08-16
Parwan,"4,542",48,"3,675",,,2022-08-16
Samangan,"1,715",73,"1,552",,,2022-08-16
Sar-e-Pul,"1,034",34,839,,,2022-08-16
Takhar,"6,286",233,"5,651",,,2022-08-16
Urozgan,890,20,471,,,2022-08-16
Wardak,"5,544",215,"5,110",,,2022-08-16
Zabul,"2,887",80,"2,094",,,2022-08-16
Badakhshan,"4,329",88,"4,163",,,2022-08-11
Badghis,"2,093",32,"1,870",,,2022-08-11
Baghlan,"4,678",99,"4,336",,,2022-08-11
Balkh,"8,296",579,"7,661",,,2022-08-11
Bamyan,"3,609",52,"3,461",,,2022-08-11
Dykundi,"3,094",67,"2,910",,,2022-08-11
Farah,"2,642",164,"1,674",,,2022-08-11
Faryab,"2,249",145,"1,802",,,2022-08-11
Ghazni,"4,926",161,"4,462",,,2022-08-11
Ghor,"3,691",60,"3,354",,,2022-08-11
Helmand,"4,059",166,"3,711",,,2022-08-11
Hirat,"18,885",758,"18,147",,,2022-08-11
Jawzjan,"1,800",50,"1,647",,,2022-08-11
Kabul,"30,877","2,359","29,574",,,2022-08-11
Kandahar,"10,686",257,"10,870",,,2022-08-11
Kapisa,"4,209",89,"3,472",,,2022-08-11
Khost,"1,928",258,"1,587",,,2022-08-11
Kunar,"2,590",105,"2,304",,,2022-08-11
Kunduz,"5,647",225,"4,968",,,2022-08-11
Laghman,"2,873",188,"3,237",,,2022-08-11
Logar,"3,270",96,"2,824",,,2022-08-11
Nangarhar,"15,232",532,"13,711",,,2022-08-11
Nimroz,"2,970",108,"2,798",,,2022-08-11
Nooristan,618,5,609,,,2022-08-11
Paktika,"1,589",53,"1,286",,,2022-08-11
Paktya,"3,786",208,"3,559",,,2022-08-11
Panjsher,"3,435",49,"2,999",,,2022-08-11
Parwan,"4,468",48,"3,460",,,2022-08-11
Samangan,"1,705",73,"1,552",,,2022-08-11
Sar-e-Pul,"1,008",34,839,,,2022-08-11
Takhar,"6,203",233,"5,601",,,2022-08-11
Urozgan,847,20,467,,,2022-08-11
Wardak,"5,399",215,"5,039",,,2022-08-11
Zabul,"2,876",80,"2,094",,,2022-08-11
Badakhshan,"4,311",88,"4,152",,,2022-08-09
Badghis,"2,093",32,"1,870",,,2022-08-09
Baghlan,"4,665",99,"4,336",,,2022-08-09
Balkh,"8,285",579,"7,661",,,2022-08-09
Bamyan,"3,602",52,"3,446",,,2022-08-09
Dykundi,"3,094",67,"2,910",,,2022-08-09
Farah,"2,642",164,"1,674",,,2022-08-09
Faryab,"2,249",145,"1,802",,,2022-08-09
Ghazni,"4,926",161,"4,462",,,2022-08-09
Ghor,"3,691",60,"3,354",,,2022-08-09
Helmand,"4,059",166,"3,711",,,2022-08-09
Hirat,"18,885",758,"18,147",,,2022-08-09
Jawzjan,"1,800",50,"1,647",,,2022-08-09
Kabul,"30,868","2,357","28,796",,,2022-08-09
Kandahar,"10,686",257,"10,870",,,2022-08-09
Kapisa,"4,209",89,"3,472",,,2022-08-09
Khost,"1,928",258,"1,587",,,2022-08-09
Kunar,"2,574",105,"2,304",,,2022-08-09
Kunduz,"5,635",225,"4,929",,,2022-08-09
Laghman,"2,864",188,"3,161",,,2022-08-09
Logar,"3,241",96,"2,805",,,2022-08-09
Nangarhar,"15,188",532,"13,711",,,2022-08-09
Nimroz,"2,966",108,"2,784",,,2022-08-09
Nooristan,618,5,607,,,2022-08-09
Paktika,"1,588",53,"1,286",,,2022-08-09
Paktya,"3,786",208,"3,559",,,2022-08-09
Panjsher,"3,432",49,"2,994",,,2022-08-09
Parwan,"4,406",48,"3,460",,,2022-08-09
Samangan,"1,697",73,"1,552",,,2022-08-09
Sar-e-Pul,998,34,839,,,2022-08-09
Takhar,"6,203",233,"5,586",,,2022-08-09
Urozgan,834,20,467,,,2022-08-09
Wardak,"5,380",215,"5,029",,,2022-08-09
Zabul,"2,876",80,"2,094",,,2022-08-09
Badakhshan,"4,206",88,"4,120",,,2022-08-04
Badghis,"2,093",32,"1,870",,,2022-08-04
Baghlan,"4,563",99,"4,307",,,2022-08-04
Balkh,"8,232",579,"7,661",,,2022-08-04
Bamyan,"3,511",52,"3,430",,,2022-08-04
Dykundi,"3,050",67,"2,910",,,2022-08-04
Farah,"2,639",164,"1,674",,,2022-08-04
Faryab,"2,249",145,"1,802",,,2022-08-04
Ghazni,"4,885",161,"4,462",,,2022-08-04
Ghor,"3,686",60,"3,354",,,2022-08-04
Helmand,"4,042",166,"3,711",,,2022-08-04
Hirat,"18,885",758,"18,147",,,2022-08-04
Jawzjan,"1,786",50,"1,644",,,2022-08-04
Kabul,"30,766","2,356","28,796",,,2022-08-04
