province,cases,deaths,recoveries,date
Zabul,2.0,0.0,0.0,2020-03-22
Balkh,2.0,1.0,0.0,2020-03-22
Badghis,1.0,0.0,0.0,2020-03-22
Dykundi,1.0,0.0,0.0,2020-03-22
Farah,2.0,0.0,0.0,2020-03-22
Ghazni,1.0,0.0,0.0,2020-03-22
Samangan,3.0,0.0,0.0,2020-03-22
Hirat,22.0,0.0,1.0,2020-03-22
Kabul,2.0,0.0,0.0,2020-03-22
Kandahar,1.0,0.0,0.0,2020-03-22
Kapisa,1.0,0.0,0.0,2020-03-22
Logar,1.0,0.0,0.0,2020-03-22
Ghor,1.0,0.0,0.0,2020-03-22
Balkh,2.0,1.0,0.0,2020-03-23
Badghis,1.0,0.0,0.0,2020-03-23
Dykundi,1.0,0.0,0.0,2020-03-23
Farah,2.0,0.0,0.0,2020-03-23
Ghazni,1.0,0.0,0.0,2020-03-23
Ghor,1.0,0.0,0.0,2020-03-23
Kabul,2.0,0.0,0.0,2020-03-23
Kandahar,1.0,0.0,0.0,2020-03-23
Kapisa,1.0,0.0,0.0,2020-03-23
Logar,2.0,0.0,0.0,2020-03-23
Samangan,4.0,0.0,0.0,2020-03-23
Zabul,2.0,0.0,0.0,2020-03-23
Hirat,22.0,0.0,1.0,2020-03-23
Farah,2.0,0.0,0.0,2020-03-24
Balkh,2.0,1.0,0.0,2020-03-24
Hirat,54.0,1.0,1.0,2020-03-24
Badghis,1.0,0.0,0.0,2020-03-24
Dykundi,1.0,0.0,0.0,2020-03-24
Ghazni,1.0,0.0,0.0,2020-03-24
Zabul,2.0,0.0,0.0,2020-03-24
Kabul,2.0,0.0,0.0,2020-03-24
Kandahar,1.0,0.0,0.0,2020-03-24
Kapisa,1.0,0.0,0.0,2020-03-24
Logar,2.0,0.0,0.0,2020-03-24
Samangan,4.0,0.0,0.0,2020-03-24
Ghor,1.0,0.0,0.0,2020-03-24
Farah,2.0,0.0,0.0,2020-03-25
Hirat,61.0,3.0,1.0,2020-03-25
Balkh,2.0,1.0,0.0,2020-03-25
Badghis,1.0,0.0,0.0,2020-03-25
Dykundi,1.0,0.0,0.0,2020-03-25
Ghazni,1.0,0.0,0.0,2020-03-25
Nimroz,3.0,0.0,0.0,2020-03-25
Kabul,7.0,0.0,0.0,2020-03-25
Kandahar,1.0,0.0,0.0,2020-03-25
Kapisa,1.0,0.0,0.0,2020-03-25
Logar,3.0,0.0,0.0,2020-03-25
Zabul,2.0,0.0,0.0,2020-03-25
Samangan,4.0,0.0,0.0,2020-03-25
Ghor,1.0,0.0,0.0,2020-03-25
Hirat,72.0,3.0,1.0,2020-03-27
Balkh,2.0,1.0,0.0,2020-03-27
Badghis,1.0,0.0,0.0,2020-03-27
Dykundi,1.0,0.0,0.0,2020-03-27
Farah,5.0,0.0,0.0,2020-03-27
Ghor,2.0,0.0,0.0,2020-03-27
Ghazni,1.0,0.0,0.0,2020-03-27
Kandahar,1.0,0.0,0.0,2020-03-27
Kapisa,1.0,0.0,0.0,2020-03-27
Logar,3.0,0.0,0.0,2020-03-27
Nimroz,3.0,0.0,0.0,2020-03-27
Samangan,4.0,0.0,0.0,2020-03-27
Zabul,2.0,0.0,0.0,2020-03-27
Kabul,7.0,0.0,0.0,2020-03-27
Ghazni,2.0,0.0,0.0,2020-03-31
Hirat,143.0,3.0,1.0,2020-03-31
Balkh,3.0,1.0,0.0,2020-03-31
Badakhshan,1.0,0.0,0.0,2020-03-31
Badghis,1.0,0.0,0.0,2020-03-31
Dykundi,2.0,0.0,0.0,2020-03-31
Farah,6.0,0.0,0.0,2020-03-31
Ghor,2.0,0.0,0.0,2020-03-31
Baghlan,1.0,0.0,0.0,2020-03-31
Kandahar,3.0,0.0,0.0,2020-03-31
Sar-E Pol,1.0,0.0,0.0,2020-03-31
Samangan,4.0,0.0,0.0,2020-03-31
Paktya,1.0,0.0,0.0,2020-03-31
Nimroz,5.0,0.0,0.0,2020-03-31
Kabul,16.0,0.0,0.0,2020-03-31
Nangarhar,1.0,0.0,0.0,2020-03-31
Logar,3.0,0.0,0.0,2020-03-31
Kapisa,1.0,0.0,0.0,2020-03-31
Zabul,2.0,0.0,0.0,2020-03-31
Ghor,2.0,0.0,0.0,2020-04-01
Balkh,3.0,1.0,0.0,2020-04-01
Badakhshan,1.0,0.0,0.0,2020-04-01
Badghis,1.0,0.0,0.0,2020-04-01
Baghlan,1.0,0.0,0.0,2020-04-01
Dykundi,3.0,0.0,0.0,2020-04-01
Farah,6.0,0.0,0.0,2020-04-01
Ghazni,2.0,0.0,0.0,2020-04-01
Hirat,184.0,4.0,1.0,2020-04-01
Kabul,23.0,0.0,0.0,2020-04-01
Kapisa,1.0,0.0,0.0,2020-04-01
Logar,3.0,0.0,0.0,2020-04-01
Nangarhar,1.0,0.0,0.0,2020-04-01
Nimroz,5.0,0.0,0.0,2020-04-01
Paktya,1.0,0.0,0.0,2020-04-01
Samangan,4.0,0.0,0.0,2020-04-01
Sar-E Pol,1.0,0.0,0.0,2020-04-01
Zabul,2.0,0.0,0.0,2020-04-01
Kandahar,3.0,0.0,0.0,2020-04-01
Farah,6.0,0.0,0.0,2020-04-03
Dykundi,3.0,0.0,0.0,2020-04-03
Baghlan,1.0,0.0,0.0,2020-04-03
Hirat,204.0,4.0,1.0,2020-04-03
Badakhshan,1.0,0.0,0.0,2020-04-03
Balkh,3.0,1.0,0.0,2020-04-03
Badghis,1.0,0.0,0.0,2020-04-03
Ghor,3.0,0.0,0.0,2020-04-03
Ghazni,2.0,0.0,0.0,2020-04-03
Kandahar,3.0,0.0,0.0,2020-04-03
Zabul,2.0,0.0,0.0,2020-04-03
Sar-E Pol,1.0,0.0,0.0,2020-04-03
Samangan,4.0,0.0,0.0,2020-04-03
Paktya,1.0,0.0,0.0,2020-04-03
Kabul,32.0,0.0,0.0,2020-04-03
Nangarhar,2.0,0.0,0.0,2020-04-03
Logar,3.0,0.0,0.0,2020-04-03
Kapisa,1.0,0.0,0.0,2020-04-03
Nimroz,6.0,0.0,0.0,2020-04-03
Ghazni,3.0,0.0,0.0,2020-04-04
Balkh,4.0,1.0,1.0,2020-04-04
Badakhshan,1.0,0.0,0.0,2020-04-04
Badghis,1.0,0.0,0.0,2020-04-04
Baghlan,1.0,0.0,0.0,2020-04-04
Dykundi,3.0,0.0,0.0,2020-04-04
Farah,6.0,0.0,0.0,2020-04-04
Faryab,1.0,0.0,0.0,2020-04-04
Hirat,206.0,4.0,5.0,2020-04-04
Ghor,3.0,0.0,0.0,2020-04-04
Kandahar,3.0,0.0,0.0,2020-04-04
Kapisa,1.0,0.0,0.0,2020-04-04
Kunduz,1.0,0.0,0.0,2020-04-04
Logar,4.0,0.0,0.0,2020-04-04
Nangarhar,2.0,0.0,0.0,2020-04-04
Nimroz,6.0,0.0,0.0,2020-04-04
Paktya,1.0,0.0,0.0,2020-04-04
Samangan,6.0,0.0,0.0,2020-04-04
Sar-E Pol,1.0,0.0,0.0,2020-04-04
Zabul,2.0,0.0,0.0,2020-04-04
Kabul,43.0,0.0,0.0,2020-04-04
Ghazni,3.0,0.0,0.0,2020-04-05
Faryab,3.0,0.0,0.0,2020-04-05
Farah,6.0,0.0,0.0,2020-04-05
Dykundi,4.0,0.0,0.0,2020-04-05
Ghor,3.0,0.0,0.0,2020-04-05
Badghis,1.0,0.0,0.0,2020-04-05
Balkh,6.0,1.0,1.0,2020-04-05
Hirat,232.0,4.0,5.0,2020-04-05
Baghlan,1.0,0.0,0.0,2020-04-05
Kabul,59.0,0.0,0.0,2020-04-05
Badakhshan,1.0,0.0,0.0,2020-04-05
Kapisa,2.0,0.0,0.0,2020-04-05
Takhar,1.0,0.0,0.0,2020-04-05
Sar-E Pol,1.0,0.0,0.0,2020-04-05
Zabul,3.0,0.0,0.0,2020-04-05
Samangan,8.0,0.0,0.0,2020-04-05
Kandahar,11.0,0.0,0.0,2020-04-05
Nimroz,9.0,0.0,0.0,2020-04-05
Nangarhar,2.0,0.0,0.0,2020-04-05
Logar,4.0,0.0,0.0,2020-04-05
Kunduz,3.0,0.0,0.0,2020-04-05
Paktya,4.0,0.0,0.0,2020-04-05
Ghazni,3.0,0.0,0.0,2020-04-06
Hirat,232.0,4.0,5.0,2020-04-06
Balkh,6.0,1.0,1.0,2020-04-06
Badakhshan,1.0,0.0,0.0,2020-04-06
Badghis,1.0,0.0,0.0,2020-04-06
Baghlan,1.0,0.0,0.0,2020-04-06
Dykundi,4.0,0.0,0.0,2020-04-06
Farah,6.0,0.0,0.0,2020-04-06
Faryab,3.0,0.0,0.0,2020-04-06
Ghor,3.0,0.0,0.0,2020-04-06
Kabul,59.0,0.0,0.0,2020-04-06
Kandahar,11.0,0.0,0.0,2020-04-06
Takhar,1.0,0.0,0.0,2020-04-06
Sar-E Pol,1.0,0.0,0.0,2020-04-06
Samangan,8.0,0.0,0.0,2020-04-06
Paktya,4.0,0.0,0.0,2020-04-06
Zabul,3.0,0.0,0.0,2020-04-06
Nangarhar,2.0,0.0,0.0,2020-04-06
Logar,4.0,0.0,0.0,2020-04-06
Kunduz,3.0,0.0,0.0,2020-04-06
Kapisa,2.0,0.0,0.0,2020-04-06
Nimroz,9.0,0.0,0.0,2020-04-06
Faryab,3.0,0.0,0.0,2020-04-07
Hirat,259.0,4.0,5.0,2020-04-07
Balkh,11.0,1.0,1.0,2020-04-07
Kabul,71.0,1.0,0.0,2020-04-07
Badakhshan,1.0,0.0,0.0,2020-04-07
Badghis,1.0,0.0,0.0,2020-04-07
Baghlan,1.0,0.0,0.0,2020-04-07
Dykundi,4.0,0.0,0.0,2020-04-07
Farah,6.0,0.0,0.0,2020-04-07
Ghor,3.0,0.0,0.0,2020-04-07
Ghazni,3.0,0.0,0.0,2020-04-07
Zabul,3.0,0.0,0.0,2020-04-07
Kapisa,2.0,0.0,0.0,2020-04-07
Kunduz,3.0,0.0,0.0,2020-04-07
Logar,4.0,0.0,0.0,2020-04-07
Nangarhar,4.0,0.0,0.0,2020-04-07
Nimroz,9.0,0.0,0.0,2020-04-07
Paktya,4.0,0.0,0.0,2020-04-07
Samangan,8.0,0.0,0.0,2020-04-07
Sar-E Pol,1.0,0.0,0.0,2020-04-07
Takhar,1.0,0.0,0.0,2020-04-07
Kandahar,21.0,0.0,0.0,2020-04-07
Faryab,3.0,0.0,0.0,2020-04-08
Farah,6.0,0.0,0.0,2020-04-08
Dykundi,4.0,0.0,0.0,2020-04-08
Baghlan,1.0,0.0,0.0,2020-04-08
Hirat,259.0,4.0,5.0,2020-04-08
Badakhshan,1.0,0.0,0.0,2020-04-08
Balkh,11.0,1.0,1.0,2020-04-08
Kabul,71.0,2.0,0.0,2020-04-08
Badghis,1.0,0.0,0.0,2020-04-08
Ghor,3.0,0.0,0.0,2020-04-08
Ghazni,3.0,0.0,0.0,2020-04-08
Kapisa,2.0,0.0,0.0,2020-04-08
Logar,4.0,0.0,0.0,2020-04-08
Nangarhar,4.0,0.0,0.0,2020-04-08
Nimroz,9.0,0.0,0.0,2020-04-08
Paktya,4.0,0.0,0.0,2020-04-08
Samangan,8.0,0.0,0.0,2020-04-08
Sar-E Pol,1.0,0.0,0.0,2020-04-08
Takhar,1.0,0.0,0.0,2020-04-08
Zabul,3.0,0.0,0.0,2020-04-08
Kandahar,23.0,0.0,0.0,2020-04-08
Kunduz,3.0,0.0,0.0,2020-04-08
Badakhshan,1.0,0.0,0.0,2020-04-09
Bamyan,2.0,0.0,0.0,2020-04-09
Baghlan,1.0,0.0,0.0,2020-04-09
Badghis,1.0,0.0,0.0,2020-04-09
Farah,6.0,0.0,0.0,2020-04-09
Dykundi,4.0,1.0,0.0,2020-04-09
Nangarhar,4.0,2.0,0.0,2020-04-09
Kabul,81.0,3.0,0.0,2020-04-09
Hirat,257.0,4.0,5.0,2020-04-09
Balkh,13.0,4.0,1.0,2020-04-09
Takhar,1.0,1.0,0.0,2020-04-09
Faryab,3.0,0.0,0.0,2020-04-09
Logar,5.0,0.0,0.0,2020-04-09
Ghor,3.0,0.0,0.0,2020-04-09
Zabul,3.0,0.0,0.0,2020-04-09
Wardak,3856.0,0.0,0.0,2020-04-09
Sar-E Pol,1.0,0.0,0.0,2020-04-09
Samangan,8.0,0.0,0.0,2020-04-09
Paktya,8.0,0.0,0.0,2020-04-09
Ghazni,3.0,0.0,0.0,2020-04-09
Kunduz,3.0,0.0,0.0,2020-04-09
Kapisa,2.0,0.0,0.0,2020-04-09
Kandahar,30.0,0.0,0.0,2020-04-09
Helmand,2585.0,0.0,0.0,2020-04-09
Nimroz,23.0,0.0,0.0,2020-04-09
Bamyan,3.0,0.0,0.0,2020-04-11
Baghlan,1.0,0.0,0.0,2020-04-11
Badghis,1.0,0.0,0.0,2020-04-11
Badakhshan,1.0,0.0,0.0,2020-04-11
Takhar,3.0,1.0,0.0,2020-04-11
Nangarhar,4.0,2.0,0.0,2020-04-11
Kabul,97.0,3.0,0.0,2020-04-11
Hirat,265.0,4.0,5.0,2020-04-11
Balkh,13.0,4.0,1.0,2020-04-11
Farah,6.0,0.0,0.0,2020-04-11
Dykundi,6.0,1.0,0.0,2020-04-11
Faryab,3.0,0.0,0.0,2020-04-11
Ghazni,3.0,0.0,0.0,2020-04-11
Ghor,3.0,0.0,0.0,2020-04-11
Wardak,3856.0,0.0,0.0,2020-04-11
Sar-E Pol,1.0,0.0,0.0,2020-04-11
Samangan,8.0,0.0,0.0,2020-04-11
Parwan,1.0,0.0,0.0,2020-04-11
Paktya,8.0,0.0,0.0,2020-04-11
Zabul,3.0,0.0,0.0,2020-04-11
Logar,7.0,0.0,0.0,2020-04-11
Kunduz,3.0,0.0,0.0,2020-04-11
Kapisa,2.0,0.0,0.0,2020-04-11
Kandahar,32.0,0.0,0.0,2020-04-11
Helmand,2585.0,0.0,0.0,2020-04-11
Nimroz,23.0,0.0,0.0,2020-04-11
Farah,6.0,0.0,0.0,2020-04-12
Bamyan,5.0,0.0,0.0,2020-04-12
Baghlan,2.0,0.0,0.0,2020-04-12
Badghis,2.0,0.0,0.0,2020-04-12
Takhar,3.0,1.0,0.0,2020-04-12
Hirat,280.0,4.0,5.0,2020-04-12
Nangarhar,5.0,2.0,0.0,2020-04-12
Balkh,19.0,4.0,1.0,2020-04-12
Kabul,133.0,5.0,0.0,2020-04-12
Faryab,3.0,0.0,0.0,2020-04-12
Dykundi,6.0,1.0,0.0,2020-04-12
Ghazni,3.0,0.0,0.0,2020-04-12
Zabul,3.0,0.0,0.0,2020-04-12
Helmand,1.0,0.0,0.0,2020-04-12
Ghor,4.0,0.0,0.0,2020-04-12
Wardak,4.0,0.0,0.0,2020-04-12
Sar-E Pol,1.0,0.0,0.0,2020-04-12
Parwan,1.0,0.0,0.0,2020-04-12
Paktya,9.0,0.0,0.0,2020-04-12
Samangan,8.0,0.0,0.0,2020-04-12
Logar,7.0,0.0,0.0,2020-04-12
Kunduz,3.0,0.0,0.0,2020-04-12
Kapisa,2.0,0.0,0.0,2020-04-12
Kandahar,45.0,0.0,0.0,2020-04-12
Nimroz,27.0,0.0,0.0,2020-04-12
Badghis,2.0,0.0,0.0,2020-04-13
Farah,6.0,0.0,0.0,2020-04-13
Bamyan,5.0,0.0,0.0,2020-04-13
Baghlan,2.0,0.0,0.0,2020-04-13
Takhar,6.0,1.0,0.0,2020-04-13
Faryab,3.0,0.0,0.0,2020-04-13
Nangarhar,5.0,2.0,0.0,2020-04-13
Hirat,280.0,4.0,5.0,2020-04-13
Balkh,19.0,4.0,1.0,2020-04-13
Kabul,146.0,5.0,0.0,2020-04-13
Dykundi,6.0,1.0,0.0,2020-04-13
Ghazni,3.0,0.0,0.0,2020-04-13
Zabul,3.0,0.0,0.0,2020-04-13
Helmand,9.0,0.0,0.0,2020-04-13
Ghor,4.0,0.0,0.0,2020-04-13
Sar-E Pol,1.0,0.0,0.0,2020-04-13
Samangan,8.0,0.0,0.0,2020-04-13
Parwan,1.0,0.0,0.0,2020-04-13
Paktya,9.0,0.0,0.0,2020-04-13
Wardak,4.0,0.0,0.0,2020-04-13
Logar,7.0,0.0,0.0,2020-04-13
Kunduz,4.0,0.0,0.0,2020-04-13
Kapisa,2.0,0.0,0.0,2020-04-13
Kandahar,75.0,0.0,0.0,2020-04-13
Nimroz,33.0,0.0,0.0,2020-04-13
Faryab,3.0,0.0,0.0,2020-04-14
Kabul,164.0,5.0,0.0,2020-04-14
Balkh,25.0,4.0,1.0,2020-04-14
Hirat,284.0,4.0,5.0,2020-04-14
Nangarhar,7.0,2.0,0.0,2020-04-14
Dykundi,6.0,1.0,0.0,2020-04-14
Takhar,6.0,1.0,0.0,2020-04-14
Bamyan,5.0,0.0,0.0,2020-04-14
Farah,6.0,0.0,0.0,2020-04-14
Ghazni,7.0,0.0,0.0,2020-04-14
Ghor,4.0,0.0,0.0,2020-04-14
Samangan,8.0,0.0,0.0,2020-04-14
Kandahar,90.0,0.0,0.0,2020-04-14
Kapisa,2.0,0.0,0.0,2020-04-14
Kunduz,4.0,0.0,0.0,2020-04-14
Logar,7.0,0.0,0.0,2020-04-14
Nimroz,33.0,0.0,0.0,2020-04-14
Paktya,9.0,0.0,0.0,2020-04-14
Parwan,1.0,0.0,0.0,2020-04-14
Sar-E Pol,1.0,0.0,0.0,2020-04-14
Wardak,4.0,0.0,0.0,2020-04-14
Zabul,3.0,0.0,0.0,2020-04-14
Helmand,9.0,0.0,0.0,2020-04-14
Baghlan,3.0,0.0,0.0,2020-04-16
Bamyan,5.0,0.0,0.0,2020-04-16
Faryab,4.0,0.0,0.0,2020-04-16
Badghis,2.0,0.0,0.0,2020-04-16
Farah,6.0,0.0,0.0,2020-04-16
Badakhshan,1.0,0.0,0.0,2020-04-16
Kabul,209.0,6.0,11.0,2020-04-16
Dykundi,6.0,1.0,0.0,2020-04-16
Nangarhar,9.0,2.0,0.0,2020-04-16
Hirat,306.0,4.0,5.0,2020-04-16
Balkh,25.0,4.0,1.0,2020-04-16
Takhar,6.0,1.0,0.0,2020-04-16
Ghazni,10.0,0.0,0.0,2020-04-16
Samangan,8.0,0.0,0.0,2020-04-16
Helmand,9.0,0.0,0.0,2020-04-16
Ghor,4.0,0.0,0.0,2020-04-16
Wardak,6.0,0.0,0.0,2020-04-16
Urozgan,1.0,0.0,0.0,2020-04-16
Sar-E Pol,1.0,0.0,0.0,2020-04-16
Parwan,1.0,0.0,0.0,2020-04-16
Paktya,9.0,0.0,0.0,2020-04-16
Zabul,3.0,0.0,0.0,2020-04-16
Logar,7.0,0.0,0.0,2020-04-16
Kunduz,4.0,0.0,0.0,2020-04-16
Kunar,2.0,0.0,0.0,2020-04-16
Kapisa,2.0,0.0,0.0,2020-04-16
Kandahar,93.0,0.0,0.0,2020-04-16
Nimroz,35.0,0.0,0.0,2020-04-16
Faryab,4.0,0.0,0.0,2020-04-17
Farah,6.0,0.0,0.0,2020-04-17
Bamyan,5.0,0.0,0.0,2020-04-17
Baghlan,3.0,0.0,0.0,2020-04-17
Badghis,2.0,0.0,0.0,2020-04-17
Badakhshan,1.0,0.0,0.0,2020-04-17
Nangarhar,10.0,2.0,0.0,2020-04-17
Dykundi,6.0,1.0,0.0,2020-04-17
Hirat,311.0,4.0,48.0,2020-04-17
Balkh,31.0,5.0,2.0,2020-04-17
Kabul,272.0,6.0,11.0,2020-04-17
Ghazni,10.0,0.0,0.0,2020-04-17
Takhar,6.0,1.0,0.0,2020-04-17
Ghor,4.0,0.0,1.0,2020-04-17
Parwan,1.0,0.0,0.0,2020-04-17
Kandahar,108.0,0.0,1.0,2020-04-17
Wardak,6.0,0.0,0.0,2020-04-17
Urozgan,1.0,0.0,0.0,2020-04-17
Sar-E Pol,1.0,0.0,0.0,2020-04-17
Samangan,8.0,0.0,0.0,2020-04-17
Zabul,3.0,0.0,0.0,2020-04-17
Paktya,9.0,0.0,0.0,2020-04-17
Helmand,13.0,0.0,0.0,2020-04-17
Logar,7.0,0.0,0.0,2020-04-17
Laghman,3.0,0.0,0.0,2020-04-17
Kunduz,9.0,0.0,0.0,2020-04-17
Kunar,3.0,0.0,0.0,2020-04-17
Kapisa,2.0,0.0,0.0,2020-04-17
Nimroz,35.0,0.0,0.0,2020-04-17
Faryab,4.0,0.0,0.0,2020-04-18
Farah,6.0,0.0,0.0,2020-04-18
Bamyan,6.0,0.0,0.0,2020-04-18
Baghlan,3.0,0.0,0.0,2020-04-18
Badghis,2.0,0.0,0.0,2020-04-18
Dykundi,7.0,1.0,0.0,2020-04-18
Takhar,6.0,1.0,0.0,2020-04-18
Nangarhar,10.0,2.0,0.0,2020-04-18
Hirat,313.0,4.0,48.0,2020-04-18
Kabul,315.0,6.0,11.0,2020-04-18
Ghazni,10.0,0.0,0.0,2020-04-18
Badakhshan,1.0,0.0,0.0,2020-04-18
Balkh,31.0,6.0,2.0,2020-04-18
Ghor,4.0,0.0,1.0,2020-04-18
Kandahar,108.0,0.0,1.0,2020-04-18
Helmand,13.0,0.0,0.0,2020-04-18
Zabul,3.0,0.0,0.0,2020-04-18
Wardak,6.0,0.0,0.0,2020-04-18
Urozgan,1.0,0.0,0.0,2020-04-18
Samangan,8.0,0.0,0.0,2020-04-18
Parwan,1.0,0.0,0.0,2020-04-18
Sar-E Pol,1.0,0.0,0.0,2020-04-18
Nimroz,35.0,0.0,0.0,2020-04-18
Logar,11.0,0.0,0.0,2020-04-18
Laghman,3.0,0.0,0.0,2020-04-18
Kunduz,9.0,0.0,0.0,2020-04-18
Kunar,3.0,0.0,0.0,2020-04-18
Kapisa,2.0,0.0,0.0,2020-04-18
Paktya,16.0,0.0,0.0,2020-04-18
Baghlan,6.0,0.0,0.0,2020-04-19
Ghazni,10.0,0.0,0.0,2020-04-19
Faryab,5.0,0.0,0.0,2020-04-19
Farah,6.0,0.0,0.0,2020-04-19
Bamyan,6.0,0.0,0.0,2020-04-19
Badghis,2.0,0.0,0.0,2020-04-19
Balkh,47.0,6.0,2.0,2020-04-19
Ghor,4.0,0.0,1.0,2020-04-19
Dykundi,7.0,1.0,0.0,2020-04-19
Nangarhar,10.0,2.0,0.0,2020-04-19
Hirat,317.0,4.0,48.0,2020-04-19
Kabul,315.0,6.0,11.0,2020-04-19
Badakhshan,1.0,0.0,0.0,2020-04-19
Helmand,13.0,0.0,0.0,2020-04-19
Takhar,6.0,1.0,0.0,2020-04-19
Kandahar,108.0,0.0,1.0,2020-04-19
Zabul,3.0,0.0,0.0,2020-04-19
Wardak,6.0,0.0,0.0,2020-04-19
Urozgan,1.0,0.0,0.0,2020-04-19
Sar-E Pol,1.0,0.0,0.0,2020-04-19
Samangan,8.0,0.0,0.0,2020-04-19
Parwan,1.0,0.0,0.0,2020-04-19
Jawzjan,1.0,0.0,0.0,2020-04-19
Nimroz,35.0,0.0,0.0,2020-04-19
Logar,11.0,0.0,0.0,2020-04-19
Laghman,4.0,0.0,0.0,2020-04-19
Kunduz,9.0,0.0,0.0,2020-04-19
Kunar,9.0,0.0,0.0,2020-04-19
Kapisa,2.0,0.0,0.0,2020-04-19
Paktya,16.0,0.0,0.0,2020-04-19
Bamyan,6.0,0.0,0.0,2020-04-21
Baghlan,10.0,0.0,0.0,2020-04-21
Badghis,2.0,0.0,0.0,2020-04-21
Badakhshan,1.0,0.0,0.0,2020-04-21
Takhar,6.0,1.0,0.0,2020-04-21
Kandahar,108.0,1.0,1.0,2020-04-21
Nangarhar,15.0,2.0,0.0,2020-04-21
Dykundi,7.0,1.0,0.0,2020-04-21
Hirat,323.0,4.0,48.0,2020-04-21
Balkh,47.0,6.0,2.0,2020-04-21
Kabul,382.0,9.0,11.0,2020-04-21
Farah,6.0,0.0,0.0,2020-04-21
Jawzjan,1.0,1.0,0.0,2020-04-21
Faryab,5.0,0.0,0.0,2020-04-21
Ghazni,10.0,0.0,0.0,2020-04-21
Ghor,4.0,0.0,1.0,2020-04-21
Wardak,6.0,0.0,0.0,2020-04-21
Urozgan,1.0,0.0,0.0,2020-04-21
Sar-E Pol,1.0,0.0,0.0,2020-04-21
Samangan,8.0,0.0,0.0,2020-04-21
Parwan,1.0,0.0,0.0,2020-04-21
Paktya,17.0,0.0,0.0,2020-04-21
Zabul,3.0,0.0,0.0,2020-04-21
Logar,11.0,0.0,0.0,2020-04-21
Laghman,18.0,0.0,0.0,2020-04-21
Kunduz,9.0,0.0,0.0,2020-04-21
Kunar,13.0,0.0,0.0,2020-04-21
Kapisa,2.0,0.0,0.0,2020-04-21
Helmand,13.0,0.0,0.0,2020-04-21
Nimroz,35.0,0.0,0.0,2020-04-21
Bamyan,7.0,0.0,0.0,2020-04-22
Baghlan,10.0,0.0,0.0,2020-04-22
Badghis,2.0,0.0,0.0,2020-04-22
Badakhshan,1.0,0.0,0.0,2020-04-22
Takhar,6.0,1.0,0.0,2020-04-22
Kandahar,108.0,1.0,1.0,2020-04-22
Nangarhar,21.0,2.0,0.0,2020-04-22
Dykundi,7.0,1.0,0.0,2020-04-22
Hirat,326.0,4.0,48.0,2020-04-22
Balkh,47.0,6.0,2.0,2020-04-22
Kabul,410.0,9.0,11.0,2020-04-22
Farah,7.0,0.0,0.0,2020-04-22
Jawzjan,1.0,1.0,0.0,2020-04-22
Faryab,5.0,0.0,0.0,2020-04-22
Zabul,3.0,0.0,0.0,2020-04-22
Ghor,4.0,0.0,1.0,2020-04-22
Ghazni,12.0,0.0,0.0,2020-04-22
Wardak,6.0,0.0,0.0,2020-04-22
Urozgan,1.0,0.0,0.0,2020-04-22
Sar-E Pol,1.0,0.0,0.0,2020-04-22
Parwan,2.0,0.0,0.0,2020-04-22
Paktya,18.0,0.0,0.0,2020-04-22
Samangan,8.0,0.0,0.0,2020-04-22
Logar,11.0,0.0,0.0,2020-04-22
Laghman,19.0,0.0,0.0,2020-04-22
Kunduz,9.0,0.0,0.0,2020-04-22
Kunar,16.0,0.0,0.0,2020-04-22
Kapisa,6.0,0.0,0.0,2020-04-22
Helmand,13.0,0.0,0.0,2020-04-22
Nimroz,35.0,0.0,0.0,2020-04-22
Badakhshan,1.0,0.0,0.0,2020-04-23
Farah,7.0,0.0,0.0,2020-04-23
Bamyan,7.0,0.0,0.0,2020-04-23
Baghlan,10.0,0.0,0.0,2020-04-23
Badghis,2.0,0.0,0.0,2020-04-23
Takhar,7.0,1.0,0.0,2020-04-23
Kabul,416.0,9.0,11.0,2020-04-23
Jawzjan,11.0,1.0,0.0,2020-04-23
Dykundi,7.0,1.0,0.0,2020-04-23
Nangarhar,27.0,2.0,0.0,2020-04-23
Hirat,350.0,4.0,48.0,2020-04-23
Faryab,5.0,0.0,0.0,2020-04-23
Balkh,47.0,6.0,2.0,2020-04-23
Kandahar,130.0,1.0,1.0,2020-04-23
Ghazni,14.0,0.0,0.0,2020-04-23
Urozgan,1.0,0.0,0.0,2020-04-23
Helmand,17.0,0.0,0.0,2020-04-23
Zabul,5.0,0.0,0.0,2020-04-23
Wardak,6.0,0.0,0.0,2020-04-23
Sar-E Pol,1.0,0.0,0.0,2020-04-23
Samangan,8.0,0.0,0.0,2020-04-23
Parwan,3.0,0.0,0.0,2020-04-23
Panjsher,2.0,0.0,0.0,2020-04-23
Ghor,4.0,0.0,1.0,2020-04-23
Nimroz,45.0,0.0,0.0,2020-04-23
Logar,15.0,0.0,0.0,2020-04-23
Laghman,19.0,0.0,0.0,2020-04-23
Kunduz,24.0,0.0,0.0,2020-04-23
Kunar,19.0,0.0,0.0,2020-04-23
Kapisa,10.0,0.0,0.0,2020-04-23
Paktya,18.0,0.0,0.0,2020-04-23
Bamyan,8.0,0.0,2.0,2020-04-24
Badghis,3.0,0.0,0.0,2020-04-24
Badakhshan,1.0,0.0,1.0,2020-04-24
Logar,16.0,1.0,2.0,2020-04-24
Jawzjan,11.0,1.0,0.0,2020-04-24
Ghazni,17.0,1.0,3.0,2020-04-24
