province,cases,deaths,recoveries,date
Baghlan,12.0,2.0,2.0,2020-04-24
Takhar,8.0,2.0,0.0,2020-04-24
Nangarhar,27.0,2.0,0.0,2020-04-24
Kandahar,205.0,3.0,2.0,2020-04-24
Balkh,55.0,6.0,3.0,2020-04-24
Hirat,363.0,7.0,95.0,2020-04-24
Farah,8.0,0.0,6.0,2020-04-24
Dykundi,8.0,1.0,1.0,2020-04-24
Kabul,447.0,14.0,45.0,2020-04-24
Faryab,5.0,0.0,1.0,2020-04-24
Helmand,21.0,0.0,0.0,2020-04-24
Ghor,4.0,0.0,1.0,2020-04-24
Zabul,7.0,0.0,2.0,2020-04-24
Wardak,6.0,0.0,0.0,2020-04-24
Urozgan,1.0,0.0,0.0,2020-04-24
Sar-E Pol,1.0,0.0,0.0,2020-04-24
Parwan,3.0,0.0,0.0,2020-04-24
Panjsher,7.0,0.0,0.0,2020-04-24
Samangan,8.0,0.0,6.0,2020-04-24
Paktya,19.0,0.0,0.0,2020-04-24
Nimroz,45.0,0.0,5.0,2020-04-24
Laghman,19.0,0.0,0.0,2020-04-24
Kunduz,24.0,0.0,1.0,2020-04-24
Kunar,19.0,0.0,0.0,2020-04-24
Kapisa,10.0,0.0,2.0,2020-04-24
Paktika,2.0,0.0,0.0,2020-04-24
Dykundi,9.0,1.0,1.0,2020-04-25
Paktya,35.0,1.0,0.0,2020-04-25
Logar,19.0,1.0,2.0,2020-04-25
Kunar,19.0,1.0,0.0,2020-04-25
Jawzjan,11.0,1.0,0.0,2020-04-25
Takhar,21.0,2.0,0.0,2020-04-25
Paktika,2.0,1.0,0.0,2020-04-25
Ghazni,19.0,2.0,3.0,2020-04-25
Baghlan,13.0,2.0,2.0,2020-04-25
Kandahar,225.0,4.0,6.0,2020-04-25
Balkh,76.0,6.0,3.0,2020-04-25
Hirat,386.0,7.0,100.0,2020-04-25
Kabul,474.0,14.0,45.0,2020-04-25
Nangarhar,28.0,2.0,0.0,2020-04-25
Badakhshan,1.0,0.0,1.0,2020-04-25
Faryab,5.0,0.0,1.0,2020-04-25
Bamyan,10.0,0.0,2.0,2020-04-25
Wardak,6.0,0.0,0.0,2020-04-25
Urozgan,3.0,0.0,0.0,2020-04-25
Sar-E Pol,1.0,0.0,0.0,2020-04-25
Samangan,13.0,0.0,6.0,2020-04-25
Parwan,5.0,0.0,0.0,2020-04-25
Panjsher,7.0,0.0,0.0,2020-04-25
Nimroz,53.0,0.0,5.0,2020-04-25
Badghis,3.0,0.0,0.0,2020-04-25
Kunduz,24.0,0.0,1.0,2020-04-25
Kapisa,13.0,0.0,2.0,2020-04-25
Helmand,22.0,0.0,0.0,2020-04-25
Ghor,5.0,0.0,1.0,2020-04-25
Zabul,10.0,0.0,2.0,2020-04-25
Farah,10.0,0.0,6.0,2020-04-25
Laghman,19.0,0.0,0.0,2020-04-25
Paktya,35.0,1.0,0.0,2020-04-26
Logar,19.0,1.0,2.0,2020-04-26
Kunar,22.0,1.0,0.0,2020-04-26
Jawzjan,11.0,1.0,0.0,2020-04-26
Dykundi,9.0,1.0,1.0,2020-04-26
Takhar,21.0,2.0,0.0,2020-04-26
Kandahar,224.0,5.0,6.0,2020-04-26
Ghazni,19.0,2.0,3.0,2020-04-26
Baghlan,13.0,2.0,2.0,2020-04-26
Balkh,76.0,6.0,3.0,2020-04-26
Hirat,390.0,8.0,97.0,2020-04-26
Kabul,474.0,14.0,45.0,2020-04-26
Paktika,2.0,1.0,0.0,2020-04-26
Nangarhar,32.0,2.0,0.0,2020-04-26
Badakhshan,1.0,0.0,1.0,2020-04-26
Badghis,3.0,0.0,0.0,2020-04-26
Bamyan,10.0,0.0,2.0,2020-04-26
Wardak,6.0,0.0,0.0,2020-04-26
Urozgan,3.0,0.0,0.0,2020-04-26
Sar-E Pol,1.0,0.0,0.0,2020-04-26
Samangan,13.0,0.0,6.0,2020-04-26
Parwan,5.0,0.0,0.0,2020-04-26
Panjsher,7.0,0.0,0.0,2020-04-26
Nimroz,53.0,0.0,5.0,2020-04-26
Zabul,10.0,0.0,2.0,2020-04-26
Kunduz,23.0,0.0,1.0,2020-04-26
Kapisa,13.0,0.0,2.0,2020-04-26
Helmand,22.0,0.0,0.0,2020-04-26
Ghor,5.0,0.0,1.0,2020-04-26
Faryab,5.0,0.0,1.0,2020-04-26
Farah,10.0,0.0,6.0,2020-04-26
Laghman,20.0,0.0,0.0,2020-04-26
Paktika,11.0,1.0,0.0,2020-04-27
Paktya,55.0,1.0,0.0,2020-04-27
Logar,19.0,1.0,2.0,2020-04-27
Kunar,23.0,1.0,0.0,2020-04-27
Jawzjan,11.0,1.0,0.0,2020-04-27
Dykundi,9.0,1.0,1.0,2020-04-27
Takhar,21.0,2.0,0.0,2020-04-27
Ghazni,32.0,4.0,3.0,2020-04-27
Baghlan,22.0,2.0,2.0,2020-04-27
Kandahar,245.0,5.0,6.0,2020-04-27
Balkh,91.0,6.0,3.0,2020-04-27
Hirat,456.0,10.0,102.0,2020-04-27
Kabul,507.0,14.0,45.0,2020-04-27
Badakhshan,1.0,0.0,1.0,2020-04-27
Nangarhar,36.0,2.0,0.0,2020-04-27
Badghis,9.0,0.0,0.0,2020-04-27
Wardak,6.0,0.0,0.0,2020-04-27
Farah,10.0,0.0,6.0,2020-04-27
Bamyan,10.0,0.0,2.0,2020-04-27
Urozgan,3.0,0.0,0.0,2020-04-27
Sar-E Pol,6.0,0.0,0.0,2020-04-27
Samangan,17.0,0.0,6.0,2020-04-27
Parwan,5.0,0.0,0.0,2020-04-27
Panjsher,8.0,0.0,0.0,2020-04-27
Nimroz,53.0,0.0,5.0,2020-04-27
Zabul,10.0,0.0,2.0,2020-04-27
Kunduz,30.0,0.0,1.0,2020-04-27
Khost,6.0,0.0,0.0,2020-04-27
Kapisa,13.0,0.0,2.0,2020-04-27
Helmand,24.0,0.0,0.0,2020-04-27
Ghor,10.0,0.0,1.0,2020-04-27
Faryab,9.0,0.0,1.0,2020-04-27
Laghman,23.0,0.0,0.0,2020-04-27
Paktika,19.0,1.0,1.0,2020-04-28
Paktya,55.0,1.0,6.0,2020-04-28
Logar,29.0,1.0,2.0,2020-04-28
Jawzjan,10.0,1.0,0.0,2020-04-28
Dykundi,9.0,1.0,1.0,2020-04-28
Takhar,31.0,2.0,1.0,2020-04-28
Kunar,21.0,2.0,0.0,2020-04-28
Nangarhar,41.0,5.0,2.0,2020-04-28
Ghazni,36.0,3.0,3.0,2020-04-28
Kandahar,239.0,6.0,9.0,2020-04-28
Balkh,128.0,8.0,3.0,2020-04-28
Hirat,441.0,10.0,110.0,2020-04-28
Kabul,494.0,14.0,60.0,2020-04-28
Badakhshan,2.0,0.0,1.0,2020-04-28
Baghlan,22.0,2.0,2.0,2020-04-28
Badghis,10.0,0.0,2.0,2020-04-28
Wardak,7.0,0.0,0.0,2020-04-28
Farah,9.0,0.0,6.0,2020-04-28
Zabul,8.0,0.0,2.0,2020-04-28
Urozgan,3.0,0.0,0.0,2020-04-28
Sar-E Pol,6.0,0.0,1.0,2020-04-28
Samangan,16.0,0.0,6.0,2020-04-28
Parwan,4.0,0.0,0.0,2020-04-28
Panjsher,15.0,0.0,0.0,2020-04-28
Nimroz,52.0,0.0,5.0,2020-04-28
Bamyan,7.0,0.0,2.0,2020-04-28
Kunduz,30.0,0.0,1.0,2020-04-28
Khost,6.0,0.0,0.0,2020-04-28
Kapisa,10.0,0.0,2.0,2020-04-28
Helmand,22.0,0.0,0.0,2020-04-28
Ghor,10.0,0.0,1.0,2020-04-28
Faryab,8.0,0.0,1.0,2020-04-28
Laghman,28.0,0.0,0.0,2020-04-28
Paktika,19.0,1.0,1.0,2020-04-29
Paktya,55.0,1.0,6.0,2020-04-29
Logar,29.0,1.0,2.0,2020-04-29
Jawzjan,10.0,1.0,0.0,2020-04-29
Dykundi,9.0,1.0,1.0,2020-04-29
Takhar,31.0,2.0,1.0,2020-04-29
Nangarhar,41.0,5.0,2.0,2020-04-29
Baghlan,22.0,2.0,2.0,2020-04-29
Ghazni,36.0,3.0,3.0,2020-04-29
Kandahar,239.0,6.0,9.0,2020-04-29
Balkh,128.0,8.0,3.0,2020-04-29
Hirat,441.0,13.0,110.0,2020-04-29
Sar-E Pol,6.0,1.0,0.0,2020-04-29
Kunar,21.0,2.0,0.0,2020-04-29
Kabul,553.0,14.0,71.0,2020-04-29
Badakhshan,2.0,0.0,1.0,2020-04-29
Bamyan,7.0,0.0,2.0,2020-04-29
Badghis,10.0,0.0,2.0,2020-04-29
Zabul,8.0,0.0,2.0,2020-04-29
Wardak,7.0,0.0,0.0,2020-04-29
Urozgan,3.0,0.0,0.0,2020-04-29
Samangan,16.0,0.0,6.0,2020-04-29
Panjsher,15.0,0.0,0.0,2020-04-29
Nimroz,52.0,0.0,5.0,2020-04-29
Parwan,4.0,0.0,0.0,2020-04-29
Kunduz,30.0,0.0,1.0,2020-04-29
Khost,6.0,0.0,0.0,2020-04-29
Kapisa,10.0,0.0,2.0,2020-04-29
Helmand,22.0,0.0,0.0,2020-04-29
Ghor,10.0,0.0,1.0,2020-04-29
Faryab,8.0,0.0,1.0,2020-04-29
Farah,9.0,0.0,6.0,2020-04-29
Laghman,28.0,0.0,0.0,2020-04-29
Dykundi,9.0,1.0,5.0,2020-04-30
Sar-E Pol,7.0,1.0,0.0,2020-04-30
Paktika,14.0,1.0,1.0,2020-04-30
Paktya,55.0,1.0,6.0,2020-04-30
Logar,39.0,1.0,2.0,2020-04-30
Jawzjan,10.0,1.0,0.0,2020-04-30
Baghlan,27.0,2.0,3.0,2020-04-30
Wardak,10.0,1.0,0.0,2020-04-30
Takhar,42.0,4.0,1.0,2020-04-30
Nangarhar,41.0,5.0,2.0,2020-04-30
Kandahar,299.0,7.0,7.0,2020-04-30
Balkh,169.0,8.0,3.0,2020-04-30
Hirat,475.0,12.0,110.0,2020-04-30
Kabul,573.0,15.0,75.0,2020-04-30
Ghazni,54.0,3.0,3.0,2020-04-30
Badakhshan,2.0,0.0,1.0,2020-04-30
Zabul,8.0,0.0,2.0,2020-04-30
Bamyan,7.0,0.0,5.0,2020-04-30
Urozgan,3.0,0.0,0.0,2020-04-30
Samangan,26.0,0.0,6.0,2020-04-30
Parwan,6.0,0.0,0.0,2020-04-30
Panjsher,24.0,0.0,0.0,2020-04-30
Nimroz,52.0,0.0,5.0,2020-04-30
Laghman,36.0,0.0,1.0,2020-04-30
Kunduz,37.0,0.0,5.0,2020-04-30
Badghis,14.0,0.0,2.0,2020-04-30
Khost,6.0,0.0,0.0,2020-04-30
Kapisa,10.0,0.0,2.0,2020-04-30
Helmand,24.0,0.0,0.0,2020-04-30
Ghor,10.0,0.0,1.0,2020-04-30
Faryab,9.0,0.0,1.0,2020-04-30
Farah,9.0,0.0,6.0,2020-04-30
Kunar,21.0,0.0,1.0,2020-04-30
Sar-E Pol,7.0,1.0,0.0,2020-05-01
Paktika,14.0,1.0,1.0,2020-05-01
Logar,39.0,1.0,2.0,2020-05-01
Jawzjan,10.0,1.0,0.0,2020-05-01
Dykundi,9.0,1.0,5.0,2020-05-01
Baghlan,27.0,2.0,3.0,2020-05-01
Nangarhar,41.0,5.0,2.0,2020-05-01
Takhar,42.0,4.0,1.0,2020-05-01
Wardak,10.0,1.0,0.0,2020-05-01
Kandahar,299.0,7.0,7.0,2020-05-01
Balkh,169.0,8.0,3.0,2020-05-01
Hirat,475.0,12.0,110.0,2020-05-01
Kabul,573.0,15.0,75.0,2020-05-01
Ghazni,54.0,3.0,3.0,2020-05-01
Badghis,14.0,0.0,2.0,2020-05-01
Paktya,55.0,1.0,6.0,2020-05-01
Badakhshan,2.0,0.0,1.0,2020-05-01
Bamyan,7.0,0.0,5.0,2020-05-01
Zabul,8.0,0.0,2.0,2020-05-01
Urozgan,3.0,0.0,0.0,2020-05-01
Samangan,26.0,0.0,6.0,2020-05-01
Parwan,6.0,0.0,0.0,2020-05-01
Nimroz,52.0,0.0,5.0,2020-05-01
Laghman,36.0,0.0,1.0,2020-05-01
Panjsher,24.0,0.0,0.0,2020-05-01
Kunar,21.0,0.0,1.0,2020-05-01
Khost,6.0,0.0,0.0,2020-05-01
Kapisa,10.0,0.0,2.0,2020-05-01
Helmand,24.0,0.0,0.0,2020-05-01
Ghor,10.0,0.0,1.0,2020-05-01
Faryab,9.0,0.0,1.0,2020-05-01
Farah,9.0,0.0,6.0,2020-05-01
Kunduz,37.0,0.0,5.0,2020-05-01
Jawzjan,32.0,1.0,0.0,2020-05-02
Wardak,13.0,1.0,0.0,2020-05-02
Sar-E Pol,7.0,1.0,0.0,2020-05-02
Paktika,14.0,1.0,1.0,2020-05-02
Paktya,55.0,1.0,6.0,2020-05-02
Logar,44.0,1.0,6.0,2020-05-02
Dykundi,9.0,1.0,5.0,2020-05-02
Badakhshan,2.0,0.0,1.0,2020-05-02
Ghazni,64.0,3.0,4.0,2020-05-02
Takhar,46.0,4.0,1.0,2020-05-02
Kandahar,314.0,7.0,7.0,2020-05-02
Nangarhar,57.0,8.0,3.0,2020-05-02
Balkh,191.0,11.0,5.0,2020-05-02
Hirat,522.0,13.0,133.0,2020-05-02
Baghlan,44.0,2.0,4.0,2020-05-02
Kabul,692.0,15.0,106.0,2020-05-02
Badghis,18.0,0.0,2.0,2020-05-02
Farah,9.0,0.0,6.0,2020-05-02
Zabul,10.0,0.0,3.0,2020-05-02
Urozgan,3.0,0.0,0.0,2020-05-02
Samangan,26.0,0.0,6.0,2020-05-02
Parwan,7.0,0.0,0.0,2020-05-02
Panjsher,24.0,0.0,0.0,2020-05-02
Nimroz,52.0,0.0,5.0,2020-05-02
Laghman,39.0,0.0,1.0,2020-05-02
Bamyan,11.0,0.0,6.0,2020-05-02
Kunar,21.0,0.0,1.0,2020-05-02
Khost,6.0,0.0,0.0,2020-05-02
Kapisa,15.0,0.0,2.0,2020-05-02
Helmand,25.0,0.0,8.0,2020-05-02
Ghor,13.0,0.0,2.0,2020-05-02
Faryab,9.0,0.0,1.0,2020-05-02
Kunduz,37.0,0.0,5.0,2020-05-02
Logar,44.0,1.0,6.0,2020-05-03
Khost,6.0,1.0,0.0,2020-05-03
Jawzjan,32.0,1.0,0.0,2020-05-03
Dykundi,9.0,1.0,5.0,2020-05-03
Bamyan,16.0,1.0,6.0,2020-05-03
Kunduz,37.0,2.0,5.0,2020-05-03
Faryab,9.0,2.0,1.0,2020-05-03
Ghazni,64.0,6.0,4.0,2020-05-03
Takhar,59.0,4.0,1.0,2020-05-03
Kandahar,368.0,8.0,7.0,2020-05-03
Nangarhar,69.0,9.0,6.0,2020-05-03
Hirat,541.0,13.0,139.0,2020-05-03
Balkh,191.0,13.0,5.0,2020-05-03
Paktya,84.0,1.0,5.0,2020-05-03
Baghlan,56.0,2.0,4.0,2020-05-03
Kabul,755.0,15.0,106.0,2020-05-03
Paktika,14.0,1.0,1.0,2020-05-03
Wardak,20.0,1.0,0.0,2020-05-03
Sar-E Pol,10.0,1.0,0.0,2020-05-03
Zabul,10.0,0.0,3.0,2020-05-03
Urozgan,3.0,0.0,0.0,2020-05-03
Samangan,39.0,0.0,6.0,2020-05-03
Parwan,9.0,0.0,0.0,2020-05-03
Nimroz,52.0,0.0,7.0,2020-05-03
Laghman,44.0,0.0,6.0,2020-05-03
Panjsher,38.0,0.0,0.0,2020-05-03
Kapisa,15.0,0.0,2.0,2020-05-03
Helmand,26.0,0.0,8.0,2020-05-03
Ghor,23.0,0.0,2.0,2020-05-03
Farah,13.0,0.0,6.0,2020-05-03
Badghis,23.0,0.0,2.0,2020-05-03
Badakhshan,2.0,0.0,1.0,2020-05-03
Kunar,23.0,0.0,1.0,2020-05-03
Faryab,9.0,2.0,1.0,2020-05-04
Jawzjan,32.0,1.0,0.0,2020-05-04
Dykundi,9.0,1.0,5.0,2020-05-04
Khost,7.0,1.0,0.0,2020-05-04
Kunduz,37.0,2.0,5.0,2020-05-04
Baghlan,56.0,2.0,4.0,2020-05-04
Kabul,779.0,16.0,127.0,2020-05-04
Takhar,59.0,4.0,1.0,2020-05-04
Ghazni,64.0,6.0,4.0,2020-05-04
Kandahar,393.0,8.0,12.0,2020-05-04
Nangarhar,82.0,9.0,9.0,2020-05-04
Balkh,208.0,13.0,5.0,2020-05-04
Hirat,571.0,14.0,146.0,2020-05-04
Paktya,125.0,3.0,9.0,2020-05-04
Logar,44.0,1.0,6.0,2020-05-04
Bamyan,16.0,1.0,6.0,2020-05-04
Sar-E Pol,16.0,1.0,0.0,2020-05-04
Zabul,13.0,0.0,3.0,2020-05-04
Urozgan,4.0,0.0,1.0,2020-05-04
Samangan,48.0,0.0,6.0,2020-05-04
Parwan,9.0,0.0,0.0,2020-05-04
Panjsher,38.0,0.0,0.0,2020-05-04
Nimroz,53.0,0.0,7.0,2020-05-04
Laghman,44.0,0.0,6.0,2020-05-04
Paktika,16.0,1.0,1.0,2020-05-04
Kapisa,15.0,0.0,2.0,2020-05-04
Helmand,27.0,0.0,12.0,2020-05-04
Ghor,23.0,0.0,2.0,2020-05-04
Farah,17.0,0.0,6.0,2020-05-04
Badghis,19.0,0.0,2.0,2020-05-04
Badakhshan,2.0,0.0,1.0,2020-05-04
Wardak,20.0,1.0,1.0,2020-05-04
Kunar,28.0,0.0,1.0,2020-05-04
Jawzjan,32.0,1.0,0.0,2020-05-05
Dykundi,9.0,1.0,5.0,2020-05-05
Bamyan,16.0,1.0,6.0,2020-05-05
Kunduz,37.0,2.0,5.0,2020-05-05
Faryab,9.0,2.0,1.0,2020-05-05
Baghlan,56.0,2.0,4.0,2020-05-05
Paktya,125.0,3.0,9.0,2020-05-05
Nangarhar,82.0,9.0,9.0,2020-05-05
Ghazni,64.0,6.0,4.0,2020-05-05
Kandahar,393.0,8.0,12.0,2020-05-05
Balkh,208.0,13.0,5.0,2020-05-05
Hirat,571.0,14.0,146.0,2020-05-05
Kabul,779.0,16.0,127.0,2020-05-05
Khost,7.0,1.0,0.0,2020-05-05
Takhar,59.0,4.0,1.0,2020-05-05
Logar,44.0,1.0,6.0,2020-05-05
Paktika,16.0,1.0,1.0,2020-05-05
Sar-E Pol,16.0,1.0,0.0,2020-05-05
Urozgan,4.0,0.0,1.0,2020-05-05
Samangan,48.0,0.0,6.0,2020-05-05
Parwan,9.0,0.0,0.0,2020-05-05
Panjsher,38.0,0.0,0.0,2020-05-05
Nimroz,53.0,0.0,7.0,2020-05-05
Laghman,44.0,0.0,6.0,2020-05-05
Kunar,28.0,0.0,1.0,2020-05-05
Zabul,13.0,0.0,3.0,2020-05-05
Helmand,27.0,0.0,12.0,2020-05-05
Ghor,23.0,0.0,2.0,2020-05-05
Farah,17.0,0.0,6.0,2020-05-05
Badghis,19.0,0.0,2.0,2020-05-05
Badakhshan,2.0,0.0,1.0,2020-05-05
Wardak,20.0,1.0,1.0,2020-05-05
Kapisa,15.0,0.0,2.0,2020-05-05
Bamyan,28.0,1.0,7.0,2020-05-07
Kunduz,42.0,2.0,5.0,2020-05-07
Faryab,27.0,2.0,4.0,2020-05-07
Parwan,16.0,3.0,0.0,2020-05-07
Paktya,173.0,3.0,15.0,2020-05-07
Baghlan,60.0,3.0,4.0,2020-05-07
Logar,64.0,4.0,6.0,2020-05-07
Kandahar,464.0,8.0,21.0,2020-05-07
Ghazni,79.0,6.0,4.0,2020-05-07
Nangarhar,106.0,10.0,12.0,2020-05-07
Balkh,250.0,15.0,6.0,2020-05-07
Kabul,925.0,17.0,139.0,2020-05-07
Hirat,707.0,19.0,169.0,2020-05-07
Dykundi,9.0,1.0,5.0,2020-05-07
Takhar,70.0,5.0,1.0,2020-05-07
Jawzjan,32.0,1.0,1.0,2020-05-07
Zabul,18.0,0.0,3.0,2020-05-07
Laghman,75.0,1.0,16.0,2020-05-07
Khost,8.0,1.0,0.0,2020-05-07
Urozgan,4.0,0.0,1.0,2020-05-07
Samangan,59.0,0.0,6.0,2020-05-07
Panjsher,53.0,0.0,0.0,2020-05-07
Nuristan,1.0,0.0,0.0,2020-05-07
Kunar,35.0,0.0,1.0,2020-05-07
Kapisa,19.0,0.0,2.0,2020-05-07
Nimroz,53.0,0.0,12.0,2020-05-07
Ghor,23.0,0.0,2.0,2020-05-07
Farah,19.0,0.0,6.0,2020-05-07
Badghis,34.0,0.0,2.0,2020-05-07
Badakhshan,8.0,0.0,1.0,2020-05-07
Wardak,33.0,1.0,1.0,2020-05-07
Sar-E Pol,17.0,1.0,0.0,2020-05-07
Paktika,25.0,1.0,1.0,2020-05-07
Helmand,27.0,0.0,16.0,2020-05-07
Baghlan,60.0,3.0,4.0,2020-05-08
Bamyan,28.0,1.0,7.0,2020-05-08
Kunduz,42.0,2.0,5.0,2020-05-08
Faryab,31.0,2.0,4.0,2020-05-08
Parwan,16.0,3.0,0.0,2020-05-08
Paktya,182.0,3.0,15.0,2020-05-08
Logar,70.0,4.0,6.0,2020-05-08
Dykundi,9.0,1.0,5.0,2020-05-08
Ghazni,79.0,6.0,4.0,2020-05-08
Kandahar,481.0,9.0,21.0,2020-05-08
Nangarhar,111.0,12.0,12.0,2020-05-08
Balkh,281.0,15.0,6.0,2020-05-08
Kabul,975.0,17.0,139.0,2020-05-08
Hirat,764.0,19.0,173.0,2020-05-08
Takhar,70.0,5.0,1.0,2020-05-08
Jawzjan,32.0,1.0,1.0,2020-05-08
Zabul,21.0,0.0,3.0,2020-05-08
Laghman,77.0,1.0,16.0,2020-05-08
Urozgan,4.0,0.0,1.0,2020-05-08
Samangan,59.0,0.0,6.0,2020-05-08
Panjsher,53.0,0.0,0.0,2020-05-08
Nuristan,1.0,0.0,0.0,2020-05-08
Nimroz,53.0,0.0,12.0,2020-05-08
Kunar,42.0,0.0,1.0,2020-05-08
Kapisa,19.0,0.0,2.0,2020-05-08
Khost,10.0,1.0,0.0,2020-05-08
Ghor,31.0,0.0,2.0,2020-05-08
Farah,19.0,0.0,6.0,2020-05-08
Badghis,34.0,0.0,2.0,2020-05-08
Badakhshan,8.0,0.0,1.0,2020-05-08
Wardak,33.0,1.0,1.0,2020-05-08
Sar-E Pol,17.0,1.0,0.0,2020-05-08
Paktika,28.0,1.0,1.0,2020-05-08
Helmand,27.0,0.0,16.0,2020-05-08
Bamyan,29.0,1.0,7.0,2020-05-09
Panjsher,54.0,2.0,0.0,2020-05-09
Kunduz,53.0,2.0,5.0,2020-05-09
Faryab,31.0,2.0,4.0,2020-05-09
Parwan,17.0,3.0,0.0,2020-05-09
Paktya,198.0,3.0,29.0,2020-05-09
Baghlan,60.0,3.0,4.0,2020-05-09
Kandahar,481.0,9.0,21.0,2020-05-09
Takhar,94.0,5.0,2.0,2020-05-09
Ghazni,87.0,6.0,4.0,2020-05-09
Nangarhar,150.0,12.0,16.0,2020-05-09
Balkh,324.0,16.0,10.0,2020-05-09
Kabul,979.0,18.0,139.0,2020-05-09
Dykundi,10.0,1.0,5.0,2020-05-09
Logar,70.0,4.0,6.0,2020-05-09
Hirat,835.0,19.0,175.0,2020-05-09
Jawzjan,65.0,1.0,2.0,2020-05-09
Kunar,43.0,1.0,0.0,2020-05-09
Khost,10.0,1.0,0.0,2020-05-09
Zabul,21.0,0.0,3.0,2020-05-09
Urozgan,4.0,0.0,1.0,2020-05-09
Samangan,59.0,0.0,6.0,2020-05-09
Nuristan,2.0,0.0,0.0,2020-05-09
Kapisa,19.0,0.0,2.0,2020-05-09
Helmand,27.0,0.0,16.0,2020-05-09
Nimroz,53.0,0.0,12.0,2020-05-09
Farah,19.0,0.0,6.0,2020-05-09
Badghis,34.0,0.0,2.0,2020-05-09
Badakhshan,8.0,0.0,1.0,2020-05-09
Wardak,33.0,1.0,1.0,2020-05-09
Sar-E Pol,17.0,1.0,0.0,2020-05-09
Paktika,28.0,1.0,1.0,2020-05-09
Laghman,88.0,1.0,21.0,2020-05-09
Ghor,31.0,0.0,2.0,2020-05-09
Baghlan,81.0,3.0,4.0,2020-05-10
Kunduz,53.0,2.0,7.0,2020-05-10
Jawzjan,68.0,2.0,1.0,2020-05-10
Faryab,31.0,2.0,4.0,2020-05-10
Parwan,25.0,3.0,0.0,2020-05-10
Paktya,199.0,3.0,33.0,2020-05-10
Logar,70.0,4.0,6.0,2020-05-10
Laghman,100.0,2.0,16.0,2020-05-10
Ghazni,91.0,7.0,4.0,2020-05-10
Kandahar,507.0,11.0,27.0,2020-05-10
Nangarhar,158.0,12.0,12.0,2020-05-10
Balkh,355.0,17.0,10.0,2020-05-10
Kabul,1096.0,18.0,186.0,2020-05-10
Hirat,894.0,20.0,175.0,2020-05-10
Takhar,94.0,5.0,2.0,2020-05-10
Panjsher,63.0,2.0,0.0,2020-05-10
Zabul,22.0,0.0,3.0,2020-05-10
Dykundi,10.0,1.0,5.0,2020-05-10
Urozgan,4.0,0.0,1.0,2020-05-10
Samangan,70.0,0.0,6.0,2020-05-10
Nuristan,2.0,0.0,0.0,2020-05-10
Nimroz,53.0,0.0,12.0,2020-05-10
Kapisa,30.0,0.0,2.0,2020-05-10
Helmand,32.0,0.0,16.0,2020-05-10
Ghor,31.0,0.0,2.0,2020-05-10
Bamyan,29.0,1.0,7.0,2020-05-10
Badghis,34.0,0.0,2.0,2020-05-10
Badakhshan,12.0,0.0,1.0,2020-05-10
Wardak,52.0,1.0,1.0,2020-05-10
Sar-E Pol,20.0,1.0,0.0,2020-05-10
Paktika,30.0,1.0,1.0,2020-05-10
Kunar,50.0,1.0,0.0,2020-05-10
Khost,10.0,1.0,0.0,2020-05-10
Farah,37.0,0.0,12.0,2020-05-10
Kunduz,58.0,2.0,7.0,2020-05-11
Faryab,31.0,2.0,4.0,2020-05-11
Parwan,28.0,3.0,0.0,2020-05-11
Paktya,199.0,3.0,33.0,2020-05-11
Baghlan,81.0,3.0,4.0,2020-05-11
Logar,88.0,4.0,6.0,2020-05-11
Nangarhar,174.0,12.0,13.0,2020-05-11
Ghazni,91.0,7.0,4.0,2020-05-11
Laghman,100.0,2.0,16.0,2020-05-11
Kandahar,537.0,12.0,31.0,2020-05-11
Balkh,355.0,17.0,10.0,2020-05-11
Kabul,1257.0,18.0,192.0,2020-05-11
Hirat,901.0,20.0,175.0,2020-05-11
Takhar,94.0,5.0,2.0,2020-05-11
Panjsher,63.0,2.0,0.0,2020-05-11
Jawzjan,68.0,2.0,1.0,2020-05-11
Zabul,22.0,0.0,3.0,2020-05-11
Dykundi,10.0,1.0,5.0,2020-05-11
Urozgan,4.0,0.0,1.0,2020-05-11
Samangan,72.0,0.0,6.0,2020-05-11
Nuristan,4.0,0.0,0.0,2020-05-11
Nimroz,53.0,0.0,12.0,2020-05-11
Kapisa,30.0,0.0,2.0,2020-05-11
Helmand,35.0,0.0,16.0,2020-05-11
Ghor,36.0,0.0,2.0,2020-05-11
Bamyan,34.0,1.0,7.0,2020-05-11
Badghis,52.0,0.0,2.0,2020-05-11
Badakhshan,12.0,0.0,1.0,2020-05-11
Wardak,53.0,1.0,1.0,2020-05-11
Sar-E Pol,20.0,1.0,0.0,2020-05-11
Paktika,30.0,1.0,1.0,2020-05-11
Kunar,61.0,1.0,0.0,2020-05-11
Khost,10.0,1.0,0.0,2020-05-11
Farah,37.0,0.0,12.0,2020-05-11
Laghman,100.0,2.0,16.0,2020-05-12
Kunduz,63.0,2.0,7.0,2020-05-12
Jawzjan,68.0,2.0,1.0,2020-05-12
Faryab,32.0,2.0,4.0,2020-05-12
Parwan,28.0,3.0,0.0,2020-05-12
Paktya,200.0,3.0,33.0,2020-05-12
Baghlan,81.0,3.0,4.0,2020-05-12
Nangarhar,194.0,12.0,13.0,2020-05-12
Takhar,108.0,5.0,2.0,2020-05-12
Ghazni,91.0,7.0,4.0,2020-05-12
Kandahar,550.0,15.0,31.0,2020-05-12
Balkh,388.0,17.0,10.0,2020-05-12
Kabul,1341.0,18.0,208.0,2020-05-12
